text,offline_crime,online_crime,drugs,gambling,pornography,prostitution,slavery,suicide,terrorism,weapons,body_shaming,health_shaming,politics,racism,religion,sexual_minorities,sexism,social_injustice
мошенник это гандон. один раз попользоваться.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"да... на тебя и собаки нападали, и воровали, и мошенники деньги просили😅",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Я вас научу. Вам говорят дайте денежку на проезд а вы говорите я вас довезу и если отказывается то мошенник, а если нет то человеку реально надо.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"надо было бы сказать в видео, как бороться с такими мошенниками",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"мне как-то раз позвонили якобы из банка, и сказали что у меня какая-то проблема с карточкой, и просят сказать данные карты. Весь прикол в том что мне NUMBER лет, и никакого счета в банке у меня нету😂😂😂😂",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поделить деньги пополам и задать стрекача,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"со мной был развод с деньгами, чел на s классе на эвакуатор просил",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
дать деньги и подождать пока он вызовет евакуатор. Если мошенник то по роже дать,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Теперь я понял как у людей вымогать деньги,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"как то молодая девушка попросила денег на улице, так как ее друг обманул и кинул. Тут же посчитала при мне сколько нада до другого района. мне она показалась подозрительной и я предложил отвезти ее на автомобиле , она конечно отказалась.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
При вём здесь мошенники? Абсолютно любой визит жкх - вымогательство.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NUMBER.Я попрошу у него телефон, позвоню ей и попрошу сдать этот номер в полицию . Они его повяжут , а ести она не позвонит, то мошенница. &•",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Есть тема, ходят по квартирам представляются якобы из пенсионного фонда и соцзащиты. Спрашивают есть ли в доме пенсионеры. Если есть начинают разводить на ""бесплатное"" лечение или путевку",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Забавно ""Если вы сами позвоните в банк, то не натолкнетесь на мошенников"", наши банки как раз и есть олицетворение мошенничества :)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Это ужасное чувство. Мне дали NUMBER год и NUMBER месяц, я был в шоке, ощущал себя убитым. Но потом второй раз суд прошел, и судья сказала что этот срок стал условным. Мне повезло",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Того,кто валил ментов и фссп шников,срочно отпустить!! Благим делом занимался",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Чё в тюрьме жить легко стало почему половина радуется ! Надо их там в говна содержать,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NUMBER:NUMBER не преступники, а захваченные террористическим российским режимом граждане Украины, которые к счастью уже свободны, обменяны, как пленные! Россия - агрессор, оккупант и убийца!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Моего батю избил какой то пьяный упырь, ободрали урода на NUMBERк, сломана ключица а папа его избил так что рука сломана и ещё что то там... Итог нахуй пить",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Бля а представьте что пиздец много заключённых невиновные, так все сложилось",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
есть ли право человечество лишить жизнь человека?,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Американцы орут,ревут на приговорах у наших же всегда каменное лицо",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Пресупники убивают, насилуют, грабят а им только пожизненное заключение. Зачем их складировать, тюрьма лопнет. Они лишили людей жизни, стоит ли им давать жить!!!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Они смеются над вами, судьи! Что вы поощряете такую жестокость!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Пора смертную казнь водить !!! Вон Белоруссии растрел! !! И правильно,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Мне почему то захотелось стать серийным убийцей судей.....,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Наши довольные такие - пожизненное содержание обеспечено, как будто домой возвращают навсегда. Похоже слишком мягкие у нас тюрьмы.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Пожизненое заключение намного страшнее чем растрел!!!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Не понимаю кто дизлайки ставит, маньяки и убийцы похоже.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Нужно создать им такие условия в камере,чтобы он сам просил смерти.Чтобы живые уроды,завидовали мертвым",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Мне кажется что у нас наказания к преступникам слишком мягкие.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Пожизненое заключение намного страшнее чем растрел!!! Кто сидел хоть раз в тюрьме тот знает!!!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
И зачем ввели мараторий на смертную казнь. Лучше бы расстреляли бы .,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Политзаключенные и военнопленные к чему тут...,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Убииство мента и судии можно понять и простить, а убииство детей, женщин, и не счастных стариков нельзя не понять и не простить.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Для них пожизненное -это Счастье,а смерти они боятся,это понты,когда они орут ""лучше расстрел""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
последний брат Муслим как троготлина сказал мусора,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Вот уже второе доказательство что так нельзя делать я ненавижу их зато что они убили невинных людей тонких нельзя терпеть,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"🤦‍♂️🤦‍♂️За двух пожизненно дают совсем еб,вот же парадокс баб на пожизненно не сажают, а что получается убил двоих сел на пожизненно, а баба может убить NUMBER человек и все равно NUMBER лет, где справедливость????",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Пулю в лоб и в землю таких без каких либо разговоров,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Если кто то не знал, в России на содержание одной такой гниды уходит NUMBER тысяч в месяц недавно где то вычитала... Это и питание и медицина и одежда... Задумайтесь. У многих зарплата меньше...",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Что данила ляшука дали пожизнено чтоли,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Страшнее Смерти ничего нет на этом свете, а пожизненное для убийц,маньяков - как детсад. Это в Америке убийц невинных жертв не жалеют,а у нас же ""гуманизм"".",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Пожизненого намного жестче, чем просто убьют их. Они будут мучаться оставшуюся жизнь в камера закрытой.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Почему сейчас не смертной казни и пожизненного?,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Итог: задача судьи унизить чужую личность,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Если так подумать какое право имеет человек , подсаживать человека в клетку",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
мы оплачиваем их пожизненное ЗАЧЕМ ?....за убийство надо выродков убивать за изнасилование аналогично и медленно убивать ....за детей четвертовать медленно что бы смерть медом не казалась ....,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
последнее видео одни понты. потом ходяТ раком и свой ислам проклинают. эта бравада на черном лебедь вышибается за пару часов. потом как ягненок поклвдистый хоть в зад хоть в рот даст лишь бы в камеру не заходили менты,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"В тюрьмах есть и нормальные люди, не виновные реально не виновные. Уж я то знаю",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Да о чем они думают, полагаю ответ очевиден не о чем, они в шоке в момент оглашения приговора",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"За детей однозначно пожизненно, серийным идругим маникальным тоже",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Пожизненное - расстрелять нахер!! Сразу после оглашения приговора вывозить на мусорку и расстреливать! Там и бросать!!!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
почему судьи так гундят когда приговаривают к пожизненному - надо говорить так чтобы эти уроды поседели вмиг,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Блять эти двоя обрадовались что им дали по NUMBER и NUMBER лет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"не понимаю, убить чела, ребёнка особенно, и убийцу оставить в живых, почему нельзя жизнь на жизнь менять?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Нахер они всрались чтоб мы содержали их в тюрьмах? Расстрелять мразей и раскидать останки в поле!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Высшее наказание - ГУЛАГ, желательно в северной корее. Ким о них позаботится.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Зачем Сенцова сюда приплели?? Все кроме него убийцы и насильники. Я понимаю, что ему тоже пожизненное дали, но автору все же стоит более тщательно подбирать контент. Дизлайк за Сенцова и Кольченко",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"только смертная казнь путем повешения,а они им пожизненно,а с наших налогов этих ублюдков содержат",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Неужели так сложно расстрелять убийц??? Зачем их кормить???,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Блин понимаешь они совершили самые ужасные вещи но жизнь отбирать в тюрме лучше умереть чем всю жизнь просидеть в тюрьме 😖😭😩😢😢,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Все говорят так пока неоказываются на соловках или в харпе белый лебедь черный дельфин.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"В белом лебеде, или в черном дельфине жизнь покажется адом будут просится чтоб растреляли что заслужили то и получили, карма настигла.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Как по мне, то всю ту шайку из ""Торнадо"" на смертную казнь, а не пожизненно или типа того. Кормить ещё таких...... Всех насильников и детоубиц так же. В таких людях ничего святого",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"За NUMBER убийств пожизненно, а за NUMBER убийств NUMBER лет",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"А почему в России нет казни,за убийство смерть,они еще бесплатно должны кушать,за мои налоги) отребье",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Да уж не за политические убеждения судят.....,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"У меня сука, знакомый, вор, я в итоге осталась виноватой, воровал у меня. Он на свободе, я дерьмо.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
урод как можно взять и утопить пятилетнюю дочь детки это наше счастье бедный ребёнок,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
А представьте себе если кто то из пожизненных или смертников реально не виновен((((,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Лучше бы их на органы сдали, хоть какае-то польза от этих кусков дерьма была!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Почти все убийцы и маньяки по их облику уже можно сказать что человек чем то обременен то-ли психически ненормальный то-ли еще что,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
смысл держать их в тюрьмах?! расстрелять и дело с концом,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Честно не понимаю наш суд убил NUMBER человека пожизненно убил NUMBER NUMBER лет.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"А казнокрадов среди них нет, когда уже дождемся для них расстрела????",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Для нелюдей - только смертная казнь !!!!!!!!!!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"За убийство имеют араво судить только родители, супруги и дети. Только они знают какого человека забрал убийца.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"На последнем видео не мусульманин. Это фашист, насильник.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Если посадили на пожизненный срок,то уже смысл продолжать жизнь нету? Если так есть, то почему бы не легче сделать суицид?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"смерть изи для них, посмотрите как в Чёрном дельфинчике они живут ,и врагу не пожелаешь",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"пожизненный приговор не приговор и не наказание,вот если бы им сначала член отрубали а потом недельки через две на казнь отправляли вот это справидливость.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMBER.NUMBER сжечь нахуй ето пиздец люди испортить жизнь ребенку ...За такое сжигать заживо надо тогда и думать будут!!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пол страны сидит - пол страны стережет,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Их будут содержать на налоги обычных граждан. Работали бы в шахтах и тому подобных местах. Пусть отрабатывают своё содержание,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Кто-нибудь знает за что посадили последнего? Где найти информацию про него? Говорит он конечно красиво и уверенно, но врядли его словам можно верить....",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ровнялись на гребанную европу и отменили смертную казнь!! Убивать таких с особой жестокостью!!!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Помазун... Я учусь в школе, где он убил детей. Я тогда рядом проходил и мой брат тоже...",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
а как интересно пожизненно осужденный платит моральный физический больше NUMBER х миллионов??????,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"вы скорее всего посчитаете меня конченной,но по мне давать пожизненное за причинение вреда ребенку слишком. стрелкам,убийцам/насильникам нескольких людей - самое то. а забивать тюрьмы лишними уродами,на которых тратятся лишние деньги,бессмысленно",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"У меня вопрос: почему человека, приговоренного к пожизненному, не могут по его просьбе казнить? Получается, государство хочет показать свою силу и не дает такому заключенному распорядиться с достоинством своей жизнью...",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
хахаха теперь будете вечно гнить в четырёх стенах УАХАХАХАХХХХХХ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Бывает канибалам и убийцам дают не пожизненное - а другим пожизненное, далеко не справедливо!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Щас бы за NUMBER убийство пожизненное давать, в то время когда шкура убила NUMBER человек и села на NUMBER лет",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Реально на хуя это ПЖ, на деньги налогоплательщиков их содержат! Одну пулю в лоб и все! За их деяния они заслужили,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"При глобальной смене власти, многие приговоры могут измениться!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Я то же пожизненно сидел ниче нормально,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
да да тут половина не виновны че мы не знаем как прокуратура и суд работает,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"А какая у них должна быть реакция?) Они до суда уже знают что с ними будет и какой приговор их ждет, суд это театр в России.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Смертную казнь нужно востановить..!!!Хоть и пожизненное но они все равно живут... это лучше чем смерть!что бы не говорили..🤗,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Они все это заслужили. Нехуй даже жалеть, пусть там гниют мрази и дохнут, отсеивать таких людей надо.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
мне жаль только тех кто не заслуженно сидит. остальные пусть сидят.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Такой вопрос, если его приговорили к пожизненному, то как при этом он сможет компенсировать эти млн. рублей, если к примеру еще и нету имущество личного",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"наказание должно быть максимально гуманным, их и так потом жизнь накажет, зачем усугублять?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"все пишут,мол ""пожизненный срок слишком мало для них,почему бы их не отправить на работы или растрелять""Я вам скажу,мое мнение:если их убивать для этих тварей этого еще мало,сделали бы что-то серьезное..",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
последний осужденный все правильно сказал!!! поддерживаю полностью,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Слава Росси, еба! Сидите, мрази, в Черном Лебеде. Там ваши мерзкие ухмылки с еблетов сотрут. З.Ы. Ухахахаха, там еще и один ""крымнаш"" в клетке сидит.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ИНТЕРЕСНОЕ ДРУГОЕ ПОЧЕМУ ЛЮДЕЙ КОТОРЫЕ ТАМ УКРАЛИ ДА ТАМ ОБЧИСТИЛИ БАНКИ ИХ САДЯТ А ТО ЧТО ТВОРЯТ ПРАВИТЕЛЬСТВО И В ТОМ ЧИСЛЕ ПРЕЗИДЕНТ ИХ НИ КОГО НЕ ТРОГАЮТ ГДЕ СПРАВЕДЛИВОСТЬ ТО?,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
В суде пока они неосазнают что такое пожизненное,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Вы поставили в один ряд разных преступников ""преступников"" которые любят свою родину и готовы отдать за нее жизнь и свободу. И сволочей которые убивают детей и воют против Руси...",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Не думайте, что я поддерживаю преступников, но согласитись наши ведут себя более гордо и остаются верны своим, хоть и идиотским, но верованиям.! Что сделал , за это и отвечай!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Уфф... Слава Богу , что меня менты не нашли",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
НАДО ПРЕДОТВОАЩАТЬ А ВЫ О НИХ НЕ ЗАБОТИЛИСЬ ВОТ ОНИ И УБИВАЛИ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
отрубать им все конечности и отпускать на волю...,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
А за отрезанную голову девочке отправили на несколько лет в психушку.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"На жизнь не жалуюсь, а ты Автор или как там тебя, работать не пытался и твои бомжи снизу которые раскукарекались?))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
